project_id,is_geocoded,project_title,donors,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,status,transactions_start_year,transactions_end_year,total_commitments,total_disbursements,transaction_year,transaction_currency,transaction_value,primary_sectors
P146942,1,PA Third Programmatic Development Policy,World Bank,DAC,Panama,PAN,151|160|240|113|112,"Other social infrastructure and services|Banking and financial services|Secondary education|Government and civil society, general|Basic education",Completion,2013,2015,206582768.171,,2013.0,USD,206582768.171,Other social infrastructure and services
P125890,1,Economic Governance Technical Assistance and Capacity Building,World Bank,DAC,Guinea,GIN,151|240,"Banking and financial services|Government and civil society, general",Implementation,2012,2016,9818437.16538,,2012.0,USD,9818437.16538,Banking and financial services
P107050,1,RY-Integrated Urban Development Project (IUDP),World Bank,DAC,"Yemen, Republic of",YEM,151|140|210,"Water supply and sanitation|Government and civil society, general|Transport and storage",Completion,2010,2015,22468986.849,1424349.04051,2010.0,USD,22468986.849,Water supply and sanitation
P107050,1,RY-Integrated Urban Development Project (IUDP),World Bank,DAC,"Yemen, Republic of",YEM,151|140|210,"Water supply and sanitation|Government and civil society, general|Transport and storage",Completion,2010,2015,22468986.849,1424349.04051,2010.0,USD,1424349.04051,Water supply and sanitation
P126207,1,BF- First Growth and Competitiveness Credit (GCC-1),World Bank,DAC,Burkina Faso,BFA,151|310|160|240,"Other social infrastructure and services|Banking and financial services|Government and civil society, general|Agriculture, forestry, fishing",Completion,2012,2012,88365934.4885,,2012.0,USD,88365934.4885,Other social infrastructure and services
P121611,1,Financial Sector Development & Regionalization Project I (FSDRP I),World Bank,DAC,Africa,Unspecified,240,Banking and financial services,Implementation,2011,2016,16000000.0,1583856.38,2011.0,USD,16000000.0,Banking and financial services
P121611,1,Financial Sector Development & Regionalization Project I (FSDRP I),World Bank,DAC,Africa,Unspecified,240,Banking and financial services,Implementation,2011,2016,16000000.0,1583856.38,2011.0,USD,1583856.38,Banking and financial services
P107649,1,Second Karnataka State Highway Improvement,World Bank,DAC,India,IND,210,Transport and storage,Implementation,2011,2016,350000000.0,16507967.53,2011.0,USD,350000000.0,Transport and storage
P107649,1,Second Karnataka State Highway Improvement,World Bank,DAC,India,IND,210,Transport and storage,Implementation,2011,2016,350000000.0,16507967.53,2011.0,USD,16507967.53,Transport and storage
P109986,1,Water and Sanitation Millennium Project,World Bank,DAC,Senegal,SEN,140,Water supply and sanitation,Completion,2010,2015,56172467.1224,14593581.4561,2010.0,USD,56172467.1224,Water supply and sanitation
P109986,1,Water and Sanitation Millennium Project,World Bank,DAC,Senegal,SEN,140,Water supply and sanitation,Completion,2010,2015,56172467.1224,14593581.4561,2010.0,USD,14593581.4561,Water supply and sanitation
P116521,1,Flexible and Open Distance Education Project,World Bank,DAC,Papua New Guinea,PNG,112|111|113|220,"Education, level unspecified|Communications|Secondary education|Basic education",Implementation,2011,2016,5000000.0,697500.0,2011.0,USD,5000000.0,Education
P116521,1,Flexible and Open Distance Education Project,World Bank,DAC,Papua New Guinea,PNG,112|111|113|220,"Education, level unspecified|Communications|Secondary education|Basic education",Implementation,2011,2016,5000000.0,697500.0,2011.0,USD,697500.0,Education
P124114,1,TANZANIA SECOND CENTRAL TRANSP CORRIDOR PROJECT - ADD'L FINANC,World Bank,DAC,Tanzania,TZA,210,Transport and storage,Implementation,2013,2013,103291384.086,,2013.0,USD,103291384.086,Transport and storage
P078990,1,NICARAGUA - EDUCATION PROJECT,World Bank,DAC,Nicaragua,NIC,151|113|112,"Secondary education|Government and civil society, general|Basic education",Completion,2004,2011,17568528.5344,18408656.26,2004.0,USD,17568528.5344,Education
P078990,1,NICARAGUA - EDUCATION PROJECT,World Bank,DAC,Nicaragua,NIC,151|113|112,"Secondary education|Government and civil society, general|Basic education",Completion,2004,2011,17568528.5344,18408656.26,2004.0,USD,18408656.26,Education
P106622,1,Jamaica Second HIV/AIDS Project,World Bank,DAC,Jamaica,JAM,151|120|160|140,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general",Completion,2008,2013,10439858.0501,5839893.96111,2008.0,USD,10439858.0501,Water supply and sanitation
P106622,1,Jamaica Second HIV/AIDS Project,World Bank,DAC,Jamaica,JAM,151|120|160|140,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general",Completion,2008,2013,10439858.0501,5839893.96111,2008.0,USD,5839893.96111,Water supply and sanitation
P105002,1,ID National Program for Community Empowerment in Rural Areas,World Bank,DAC,Indonesia,IDN,151|311|140|210|112,"Water supply and sanitation|Agriculture|Government and civil society, general|Transport and storage|Basic education",Completion,2008,2011,241359078.26,543042027.815,2008.0,USD,241359078.26,Water supply and sanitation
P105002,1,ID National Program for Community Empowerment in Rural Areas,World Bank,DAC,Indonesia,IDN,151|311|140|210|112,"Water supply and sanitation|Agriculture|Government and civil society, general|Transport and storage|Basic education",Completion,2008,2011,241359078.26,543042027.815,2008.0,USD,43001775.3083,Water supply and sanitation
P105002,1,ID National Program for Community Empowerment in Rural Areas,World Bank,DAC,Indonesia,IDN,151|311|140|210|112,"Water supply and sanitation|Agriculture|Government and civil society, general|Transport and storage|Basic education",Completion,2008,2011,241359078.26,543042027.815,2008.0,USD,190456567.784,Water supply and sanitation
P105002,1,ID National Program for Community Empowerment in Rural Areas,World Bank,DAC,Indonesia,IDN,151|311|140|210|112,"Water supply and sanitation|Agriculture|Government and civil society, general|Transport and storage|Basic education",Completion,2008,2011,241359078.26,543042027.815,2009.0,USD,309583684.723,Water supply and sanitation
P077759,1,Grenada: OECS Education Development Project,World Bank,DAC,Grenada,GRD,113,Secondary education,Completion,2003,2011,9633700.22478,10096357.8628,2008.0,USD,1817607.66205,Education
P099369,1,Ceara Regional Economic Development: Cidades do Ceara,World Bank,DAC,Brazil,BRA,151|321|140|210,"Water supply and sanitation|Industry|Government and civil society, general|Transport and storage",Implementation,2009,2016,47608377.6255,6953587.72076,2009.0,USD,47608377.6255,Water supply and sanitation
P099369,1,Ceara Regional Economic Development: Cidades do Ceara,World Bank,DAC,Brazil,BRA,151|321|140|210,"Water supply and sanitation|Industry|Government and civil society, general|Transport and storage",Implementation,2009,2016,47608377.6255,6953587.72076,2009.0,USD,6953587.72076,Water supply and sanitation
P083929,1,Punjab Municipal Services Improvement Project (PMSIP),World Bank,DAC,Pakistan,PAK,151|210|140,"Water supply and sanitation|Transport and storage|Government and civil society, general",Completion,2006,2013,54905164.2315,38373951.6833,2006.0,USD,54905164.2315,Water supply and sanitation
P083929,1,Punjab Municipal Services Improvement Project (PMSIP),World Bank,DAC,Pakistan,PAK,151|210|140,"Water supply and sanitation|Transport and storage|Government and civil society, general",Completion,2006,2013,54905164.2315,38373951.6833,2006.0,USD,38373951.6833,Water supply and sanitation
P102328,1,Karnataka Community Based Tank Management Project (Supplement),World Bank,DAC,India,IND,151|311|310|160|240,"Other social infrastructure and services|Banking and financial services|Agriculture|Government and civil society, general|Agriculture, forestry, fishing",Completion,2007,2007,68296973.7675,,2007.0,USD,68296973.7675,Other social infrastructure and services
P103773,1,Business Environment Strengthening Technical Assistance (BESTAP),World Bank,DAC,Malawi,MWI,151|240,"Banking and financial services|Government and civil society, general",Completion,2007,2012,16007103.2268,16481256.6105,2007.0,USD,16007103.2268,Banking and financial services
P103773,1,Business Environment Strengthening Technical Assistance (BESTAP),World Bank,DAC,Malawi,MWI,151|240,"Banking and financial services|Government and civil society, general",Completion,2007,2012,16007103.2268,16481256.6105,2007.0,USD,16481256.6105,Banking and financial services
P104848,1,Ho Chi Minh City Investment Fund for Urban Development Project,World Bank,DAC,Vietnam,VNM,120|160|210|140,Water supply and sanitation|Other social infrastructure and services|Health|Transport and storage,Completion,2007,2012,53357010.7559,28727414.5696,2007.0,USD,53357010.7559,Water supply and sanitation
P104848,1,Ho Chi Minh City Investment Fund for Urban Development Project,World Bank,DAC,Vietnam,VNM,120|160|210|140,Water supply and sanitation|Other social infrastructure and services|Health|Transport and storage,Completion,2007,2012,53357010.7559,28727414.5696,2007.0,USD,28727414.5696,Water supply and sanitation
P058015,1,Agricultural Post-Privatization Assistance 2 Project (APL Phase 2),World Bank,DAC,Kazakhstan,KAZ,321|240,Industry|Banking and financial services,Completion,2004,2011,40993233.247,7637965.48475,2004.0,USD,40993233.247,Industry
P058015,1,Agricultural Post-Privatization Assistance 2 Project (APL Phase 2),World Bank,DAC,Kazakhstan,KAZ,321|240,Industry|Banking and financial services,Completion,2004,2011,40993233.247,7637965.48475,2004.0,USD,7637965.48475,Industry
P118101,1,Skills Development Project,World Bank,DAC,Rwanda,RWA,111|113|112,"Education, level unspecified|Basic education|Secondary education",Implementation,2011,2016,30000000.0,2000000.01,2011.0,USD,30000000.0,Education
P118101,1,Skills Development Project,World Bank,DAC,Rwanda,RWA,111|113|112,"Education, level unspecified|Basic education|Secondary education",Implementation,2011,2016,30000000.0,2000000.01,2011.0,USD,2000000.01,Education
P085333,1,China: Fifth Inland Waterways,World Bank,DAC,China,CHN,151|140|210,"Water supply and sanitation|Government and civil society, general|Transport and storage",Completion,2005,2011,113358610.565,113358610.565,2005.0,USD,113358610.565,Water supply and sanitation
P085333,1,China: Fifth Inland Waterways,World Bank,DAC,China,CHN,151|140|210,"Water supply and sanitation|Government and civil society, general|Transport and storage",Completion,2005,2011,113358610.565,113358610.565,2005.0,USD,113358610.565,Water supply and sanitation
P128208,1,SL Public Sector Pay & Performance,World Bank,DAC,Sierra Leone,SLE,151,"Government and civil society, general",Implementation,2012,2017,16691343.1812,,2012.0,USD,16691343.1812,"Government and civil society, general"
P111567,1,Rwanda Electricity Access Scale-up and Sector Wide Approach (SWAp) Development Project,World Bank,DAC,Rwanda,RWA,230,Energy generation and supply,Implementation,2009,2016,72447531.1693,31605515.1822,2009.0,USD,72447531.1693,Energy generation and supply
P111567,1,Rwanda Electricity Access Scale-up and Sector Wide Approach (SWAp) Development Project,World Bank,DAC,Rwanda,RWA,230,Energy generation and supply,Implementation,2009,2016,72447531.1693,31605515.1822,2009.0,USD,31605515.1822,Energy generation and supply
P114077,1,CM - Lom Pangar Hydropower Proj. (FY12),World Bank,DAC,Cameroon,CMR,120|230|160|210|140,Water supply and sanitation|Other social infrastructure and services|Health|Transport and storage|Energy generation and supply,Implementation,2012,2018,129603370.583,,2012.0,USD,129603370.583,Water supply and sanitation
P076924,1,Amapa Sustainable Communities,World Bank,DAC,Brazil,BRA,310|160|240|140,"Water supply and sanitation|Other social infrastructure and services|Banking and financial services|Agriculture, forestry, fishing",Completion,2004,2010,5621929.13102,2899616.6957,2004.0,USD,5621929.13102,Water supply and sanitation
P076924,1,Amapa Sustainable Communities,World Bank,DAC,Brazil,BRA,310|160|240|140,"Water supply and sanitation|Other social infrastructure and services|Banking and financial services|Agriculture, forestry, fishing",Completion,2004,2010,5621929.13102,2899616.6957,2004.0,USD,2899616.6957,Water supply and sanitation
P106038,1,BR S&#227;o Paulo Trains and Signalling,World Bank,DAC,Brazil,BRA,151|210,"Government and civil society, general|Transport and storage",Completion,2008,2015,574192192.755,526257767.036,2008.0,USD,574192192.755,"Government and civil society, general"
P106038,1,BR S&#227;o Paulo Trains and Signalling,World Bank,DAC,Brazil,BRA,151|210,"Government and civil society, general|Transport and storage",Completion,2008,2015,574192192.755,526257767.036,2010.0,USD,50336972.819,"Government and civil society, general"
P106038,1,BR S&#227;o Paulo Trains and Signalling,World Bank,DAC,Brazil,BRA,151|210,"Government and civil society, general|Transport and storage",Completion,2008,2015,574192192.755,526257767.036,2008.0,USD,475920794.217,"Government and civil society, general"
P124942,1,Mekong Integrated Water Resources Management Project- Phase II,World Bank,DAC,Vietnam,VNM,151|140,"Water supply and sanitation|Government and civil society, general",Implementation,2013,2019,25822846.0214,,2013.0,USD,25822846.0214,Water supply and sanitation
P121809,1,Cambodia Agribusiness Access to Finance Project,World Bank,DAC,Cambodia,KHM,321|240,Industry|Banking and financial services,Completion,2010,2014,5106587.92022,3063952.74192,2010.0,USD,5106587.92022,Industry
P121809,1,Cambodia Agribusiness Access to Finance Project,World Bank,DAC,Cambodia,KHM,321|240,Industry|Banking and financial services,Completion,2010,2014,5106587.92022,3063952.74192,2010.0,USD,510658.781809,Industry
P121809,1,Cambodia Agribusiness Access to Finance Project,World Bank,DAC,Cambodia,KHM,321|240,Industry|Banking and financial services,Completion,2010,2014,5106587.92022,3063952.74192,2010.0,USD,2553293.96011,Industry
P087154,1,Water Sector Support Project,World Bank,DAC,Tanzania,TZA,151|140,"Water supply and sanitation|Government and civil society, general",Implementation,2007,2015,213428043.023,138080915.651,2007.0,USD,213428043.023,Water supply and sanitation
P087154,1,Water Sector Support Project,World Bank,DAC,Tanzania,TZA,151|140,"Water supply and sanitation|Government and civil society, general",Implementation,2007,2015,213428043.023,138080915.651,2007.0,USD,138080915.651,Water supply and sanitation
P117596,1,China: Guangdong Social Security Integration and Rural Worker Training,World Bank,DAC,China,CHN,160|113,Other social infrastructure and services|Secondary education,Implementation,2013,2018,82633107.2684,,2013.0,USD,82633107.2684,Other social infrastructure and services
P083965,1,BO-Secondary Education Transformation,World Bank,DAC,Bolivia,BOL,151|113|112,"Basic education|Government and civil society, general|Secondary education",Completion,2007,2013,10671402.1512,7856357.36724,2007.0,USD,10671402.1512,Basic education
P083965,1,BO-Secondary Education Transformation,World Bank,DAC,Bolivia,BOL,151|113|112,"Basic education|Government and civil society, general|Secondary education",Completion,2007,2013,10671402.1512,7856357.36724,2007.0,USD,7856357.36724,Basic education
P129486,1,Add. Fin. - Third Water Supply and Sanitation for Low Income Communities (Community Based Water Supply/PAMSIMAS II),World Bank,DAC,Indonesia,IDN,151|160|140,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general",Implementation,2013,2013,103188092.701,,2013.0,USD,103188092.701,Water supply and sanitation
P101453,1,Institutional Reform Development Policy Grant,World Bank,DAC,"Yemen, Republic of",YEM,151,"Government and civil society, general",Completion,2007,2011,54349451.1559,28806284.79,2007.0,USD,54349451.1559,"Government and civil society, general"
P101453,1,Institutional Reform Development Policy Grant,World Bank,DAC,"Yemen, Republic of",YEM,151,"Government and civil society, general",Completion,2007,2011,54349451.1559,28806284.79,2007.0,USD,28806284.79,"Government and civil society, general"
P110109,1,Fifth Poverty Reduction Support,World Bank,DAC,Lao People's Democratic Republic,LAO,151|120|111|240|140,"Water supply and sanitation|Education, level unspecified|Banking and financial services|Health|Government and civil society, general",Completion,2009,2010,20699294.6198,21054731.5224,2009.0,USD,20699294.6198,Water supply and sanitation
P110109,1,Fifth Poverty Reduction Support,World Bank,DAC,Lao People's Democratic Republic,LAO,151|120|111|240|140,"Water supply and sanitation|Education, level unspecified|Banking and financial services|Health|Government and civil society, general",Completion,2009,2010,20699294.6198,21054731.5224,2009.0,USD,21054731.5224,Water supply and sanitation
P128534,1,Cameroon Social Safety Nets,World Bank,DAC,Cameroon,CMR,310|160,"Other social infrastructure and services|Agriculture, forestry, fishing",Implementation,2013,2018,51645692.0428,,2013.0,USD,51645692.0428,Other social infrastructure and services
P104984,1,Buenos Aires Urban Transport -PTUBA - Additional Financing,World Bank,DAC,Argentina,ARG,151|210,"Government and civil society, general|Transport and storage",Completion,2007,2007,106714021.512,,2007.0,USD,106714021.512,"Government and civil society, general"
P120026,1,GH:Sustainable Rural Water & Sanit Serv,World Bank,DAC,Ghana,GHA,140,Water supply and sanitation,Implementation,2010,2016,76598818.8033,7347867.10129,2010.0,USD,76598818.8033,Water supply and sanitation
P120026,1,GH:Sustainable Rural Water & Sanit Serv,World Bank,DAC,Ghana,GHA,140,Water supply and sanitation,Implementation,2010,2016,76598818.8033,7347867.10129,2010.0,USD,7347867.10129,Water supply and sanitation
P145251,1,Third Shared Growth Credit,World Bank,DAC,Niger,NER,151|310|230|113,"Agriculture, forestry, fishing|Energy generation and supply|Government and civil society, general|Secondary education",Completion,2014,2015,70000000.0,,2014.0,USD,70000000.0,"Agriculture, forestry, fishing"
P130421,1,Second Regional Development Project,World Bank,DAC,Georgia,GEO,151|140|230|210|113,"Water supply and sanitation|Energy generation and supply|Transport and storage|Government and civil society, general|Secondary education",Implementation,2012,2017,29455311.4962,,2012.0,USD,29455311.4962,Water supply and sanitation
P129472,1,Senegal Health & Nutrition Financing,World Bank,DAC,Senegal,SEN,151|120|240|121,"Health, general|Banking and financial services|Health|Government and civil society, general",Implementation,2013,2018,20658276.8171,,2013.0,USD,20658276.8171,Health
P148706,1,Second Demobilization and Reintegration Project - Additional Financing,World Bank,DAC,Rwanda,RWA,160,Other social infrastructure and services,Implementation,2014,2014,8970000.0,,2014.0,USD,8970000.0,Other social infrastructure and services
P077620,1,Financial Management Capacity Building Credit,World Bank,DAC,Lao People's Democratic Republic,LAO,151|240,"Banking and financial services|Government and civil society, general",Completion,2002,2011,10451061.4172,15827038.7774,2007.0,USD,3204307.37702,Banking and financial services
P078070,1,Support for Poor and Disadvantaged Areas Project,World Bank,DAC,Indonesia,IDN,151|111|160|120,"Other social infrastructure and services|Health|Government and civil society, general|Education, level unspecified",Completion,2005,2012,117892954.988,110996969.171,2005.0,USD,117892954.988,Other social infrastructure and services
P078070,1,Support for Poor and Disadvantaged Areas Project,World Bank,DAC,Indonesia,IDN,151|111|160|120,"Other social infrastructure and services|Health|Government and civil society, general|Education, level unspecified",Completion,2005,2012,117892954.988,110996969.171,2005.0,USD,40970657.1803,Other social infrastructure and services
P078070,1,Support for Poor and Disadvantaged Areas Project,World Bank,DAC,Indonesia,IDN,151|111|160|120,"Other social infrastructure and services|Health|Government and civil society, general|Education, level unspecified",Completion,2005,2012,117892954.988,110996969.171,2009.0,USD,70026311.9912,Other social infrastructure and services
P148474,1,Additional Financing II for SFD IV,World Bank,DAC,"Yemen, Republic of",YEM,151|160,"Other social infrastructure and services|Government and civil society, general",Implementation,2014,2014,50000000.0,,2014.0,USD,50000000.0,Other social infrastructure and services
P079665,1,Vietnam: Second Higher Education Project,World Bank,DAC,Vietnam,VNM,151|114,"Post-secondary education|Government and civil society, general",Completion,2007,2012,63388128.778,53739315.52,2007.0,USD,63388128.778,Education
P079665,1,Vietnam: Second Higher Education Project,World Bank,DAC,Vietnam,VNM,151|114,"Post-secondary education|Government and civil society, general",Completion,2007,2012,63388128.778,53739315.52,2007.0,USD,53739315.52,Education
P098531,1,HT Electricity Project,World Bank,DAC,Haiti,HTI,230,Energy generation and supply,Completion,2006,2013,6588619.70778,7720607.42256,2006.0,USD,6588619.70778,Energy generation and supply
P098531,1,HT Electricity Project,World Bank,DAC,Haiti,HTI,230,Energy generation and supply,Completion,2006,2013,6588619.70778,7720607.42256,2009.0,USD,3804707.12309,Energy generation and supply
P098531,1,HT Electricity Project,World Bank,DAC,Haiti,HTI,230,Energy generation and supply,Completion,2006,2013,6588619.70778,7720607.42256,2006.0,USD,3915900.29947,Energy generation and supply
P117023,1,Jordan Recovery Under Global Uncertainty Development Policy Loan,World Bank,DAC,Jordan,JOR,151|160|240,"Other social infrastructure and services|Banking and financial services|Government and civil society, general",Completion,2009,2011,310489419.297,310489419.297,2009.0,USD,310489419.297,Other social infrastructure and services
P117023,1,Jordan Recovery Under Global Uncertainty Development Policy Loan,World Bank,DAC,Jordan,JOR,151|160|240,"Other social infrastructure and services|Banking and financial services|Government and civil society, general",Completion,2009,2011,310489419.297,310489419.297,2009.0,USD,310489419.297,Other social infrastructure and services
P127723,1,Sao Paulo State Sustainable Transport Project,World Bank,DAC,Brazil,BRA,151|410|210,"Government and civil society, general|General environmental protection|Transport and storage",Implementation,2013,2019,309874152.257,,2013.0,USD,309874152.257,"Government and civil society, general"
P094315,1,BR Municipal APL: Sao Luis Enhancing Municipal Governance and Quality of Life Project,World Bank,DAC,Brazil,BRA,151|410|160|140,"Water supply and sanitation|Other social infrastructure and services|General environmental protection|Government and civil society, general",Implementation,2008,2015,37207654.0905,9136683.15249,2008.0,USD,37207654.0905,Water supply and sanitation
P094315,1,BR Municipal APL: Sao Luis Enhancing Municipal Governance and Quality of Life Project,World Bank,DAC,Brazil,BRA,151|410|160|140,"Water supply and sanitation|Other social infrastructure and services|General environmental protection|Government and civil society, general",Implementation,2008,2015,37207654.0905,9136683.15249,2008.0,USD,9136683.15249,Water supply and sanitation
P086716,1,Sustainable Management of Mineral Resources,World Bank,DAC,Nigeria,NGA,322|151|160|240|113,"Other social infrastructure and services|Banking and financial services|Government and civil society, general|Mineral resources and mining|Secondary education",Completion,2004,2012,140548228.275,143268862.998,2004.0,USD,140548228.275,Other social infrastructure and services
P086716,1,Sustainable Management of Mineral Resources,World Bank,DAC,Nigeria,NGA,322|151|160|240|113,"Other social infrastructure and services|Banking and financial services|Government and civil society, general|Mineral resources and mining|Secondary education",Completion,2004,2012,140548228.275,143268862.998,2004.0,USD,143268862.998,Other social infrastructure and services
P078894,1,REAL PROPERTY RIGHTS CONSOLIDATION PROJECT,World Bank,DAC,Peru,PER,151,"Government and civil society, general",Completion,2006,2012,27452582.1158,21220995.4273,2006.0,USD,27452582.1158,"Government and civil society, general"
P078894,1,REAL PROPERTY RIGHTS CONSOLIDATION PROJECT,World Bank,DAC,Peru,PER,151,"Government and civil society, general",Completion,2006,2012,27452582.1158,21220995.4273,2006.0,USD,21220995.4273,"Government and civil society, general"
P122998,1,Public Finance Management Technical Assistance Project,World Bank,DAC,Russian Federation,RUS,151,"Government and civil society, general",Implementation,2013,2017,51645692.0428,,2013.0,USD,51645692.0428,"Government and civil society, general"
P107313,1,Fifth Poverty Reduction Support Credit (PRSC5),World Bank,DAC,Mozambique,MOZ,151|311|160,"Other social infrastructure and services|Agriculture|Government and civil society, general",Completion,2008,2009,93958722.4508,88781828.6086,2008.0,USD,93958722.4508,Other social infrastructure and services
P107313,1,Fifth Poverty Reduction Support Credit (PRSC5),World Bank,DAC,Mozambique,MOZ,151|311|160,"Other social infrastructure and services|Agriculture|Government and civil society, general",Completion,2008,2009,93958722.4508,88781828.6086,2008.0,USD,88781828.6086,Other social infrastructure and services
P132742,1,Afghanistan - Second Skills Development Project,World Bank,DAC,Afghanistan,AFG,114|111|113,"Education, level unspecified|Post-secondary education|Secondary education",Implementation,2013,2018,56810261.247,,2013.0,USD,56810261.247,Education
P127306,1,LB Supporting Innovation in SMEs Project,World Bank,DAC,Lebanon,LBN,240,Banking and financial services,Implementation,2012,2018,29455311.4962,,2012.0,USD,29455311.4962,Banking and financial services
P115634,1,Disaster and Climate Risk Management Project,World Bank,DAC,Moldova,MDA,140,Water supply and sanitation,Implementation,2010,2016,10213175.8404,829381.727936,2010.0,USD,10213175.8404,Water supply and sanitation
P115634,1,Disaster and Climate Risk Management Project,World Bank,DAC,Moldova,MDA,140,Water supply and sanitation,Implementation,2010,2016,10213175.8404,829381.727936,2010.0,USD,829381.727936,Water supply and sanitation
P050272,1,Ethiopia - Private Sector Development Capacity Building Project,World Bank,DAC,Ethiopia,ETH,151|114,"Post-secondary education|Government and civil society, general",Completion,2004,2012,28109645.6551,18209806.1553,2004.0,USD,28109645.6551,Education
P050272,1,Ethiopia - Private Sector Development Capacity Building Project,World Bank,DAC,Ethiopia,ETH,151|114,"Post-secondary education|Government and civil society, general",Completion,2004,2012,28109645.6551,18209806.1553,2004.0,USD,4905063.66571,Education
P050272,1,Ethiopia - Private Sector Development Capacity Building Project,World Bank,DAC,Ethiopia,ETH,151|114,"Post-secondary education|Government and civil society, general",Completion,2004,2012,28109645.6551,18209806.1553,2004.0,USD,13304742.4896,Education
P122321,1,JiTuHun Railway,World Bank,DAC,China,CHN,210,Transport and storage,Implementation,2011,2016,200000000.0,,2011.0,USD,200000000.0,Transport and storage
P133663,1,Malawi Economic Recovery Development Policy Operation 1,World Bank,DAC,Malawi,MWI,151|230|160,"Other social infrastructure and services|Energy generation and supply|Government and civil society, general",Completion,2013,2013,51645692.0428,,2013.0,USD,51645692.0428,Other social infrastructure and services
P083079,1,PK Banking Sector Development Policy Credit,World Bank,DAC,Pakistan,PAK,240,Banking and financial services,Completion,2005,2005,340075831.696,339371607.198,2005.0,USD,340075831.696,Banking and financial services
P083079,1,PK Banking Sector Development Policy Credit,World Bank,DAC,Pakistan,PAK,240,Banking and financial services,Completion,2005,2005,340075831.696,339371607.198,2005.0,USD,226717221.131,Banking and financial services
P083079,1,PK Banking Sector Development Policy Credit,World Bank,DAC,Pakistan,PAK,240,Banking and financial services,Completion,2005,2005,340075831.696,339371607.198,2005.0,USD,112654386.067,Banking and financial services
P143843,1,Maternal and Child Health and Nutrition Services Support Project,World Bank,DAC,Togo,TGO,120|121,"Health, general|Health",Implementation,2014,2018,14000000.0,,2014.0,USD,14000000.0,Health
P125285,1,Health Sector Support and Multi-Sectoral Aids Project - Additional Financing,World Bank,DAC,Burkina Faso,BFA,120|160,Other social infrastructure and services|Health,Completion,2011,2011,36000000.0,,2011.0,USD,36000000.0,Other social infrastructure and services
P079925,1,Sustainable Management of Mineral Resources Project,World Bank,DAC,Uganda,UGA,151|322|160,"Other social infrastructure and services|Mineral resources and mining|Government and civil society, general",Completion,2003,2011,30105313.2024,36706493.0733,2008.0,USD,4254349.31011,Other social infrastructure and services
P099062,1,ShiZheng Railway Project,World Bank,DAC,China,CHN,210,Transport and storage,Implementation,2008,2015,313195741.503,176125799.757,2008.0,USD,313195741.503,Transport and storage
P099062,1,ShiZheng Railway Project,World Bank,DAC,China,CHN,210,Transport and storage,Implementation,2008,2015,313195741.503,176125799.757,2008.0,USD,176125799.757,Transport and storage
P065270,1,Post-Accession Rural Support Project,World Bank,DAC,Poland,POL,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,2006,2011,97511571.6752,110443609.338,2006.0,USD,97511571.6752,Other social infrastructure and services
P065270,1,Post-Accession Rural Support Project,World Bank,DAC,Poland,POL,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,2006,2011,97511571.6752,110443609.338,2006.0,USD,110443609.338,Other social infrastructure and services
P117421,1,Mongolia - Development Policy Credit 2,World Bank,DAC,Mongolia,MNG,151|322|160|240|210,"Mineral resources and mining|Other social infrastructure and services|Banking and financial services|Government and civil society, general|Transport and storage",Completion,2010,2011,30333132.2461,31666799.3869,2010.0,USD,30333132.2461,Mineral resources and mining
P117421,1,Mongolia - Development Policy Credit 2,World Bank,DAC,Mongolia,MNG,151|322|160|240|210,"Mineral resources and mining|Other social infrastructure and services|Banking and financial services|Government and civil society, general|Transport and storage",Completion,2010,2011,30333132.2461,31666799.3869,2010.0,USD,31666799.3869,Mineral resources and mining
P074011,1,Ethiopia/Nile Basin Initiative: Ethiopia-Sudan Interconnector,World Bank,DAC,Ethiopia,ETH,230,Energy generation and supply,Completion,2007,2013,43806105.8306,39063706.7448,2007.0,USD,43806105.8306,Energy generation and supply
P074011,1,Ethiopia/Nile Basin Initiative: Ethiopia-Sudan Interconnector,World Bank,DAC,Ethiopia,ETH,230,Energy generation and supply,Completion,2007,2013,43806105.8306,39063706.7448,2007.0,USD,39063706.7448,Energy generation and supply
P074114,1,Bhutan - Education Development Project,World Bank,DAC,Bhutan,BTN,151|114|321|113|112,"Post-secondary education|Industry|Basic education|Government and civil society, general|Secondary education",Completion,2003,2011,37330588.371,41957540.1328,2008.0,USD,1611459.37492,Education
P111662,1,Additional Financing Third Basic Education Improvement,World Bank,DAC,Uruguay,URY,112,Basic education,Completion,2009,2009,30945445.4566,,2009.0,USD,30945445.4566,Basic education
P120198,1,Norte Grande Road Infrastructure,World Bank,DAC,Argentina,ARG,210,Transport and storage,Implementation,2010,2016,408527033.618,21447669.2649,2010.0,USD,408527033.618,Transport and storage
P120198,1,Norte Grande Road Infrastructure,World Bank,DAC,Argentina,ARG,210,Transport and storage,Implementation,2010,2016,408527033.618,21447669.2649,2010.0,USD,21447669.2649,Transport and storage
